measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Rwanda,Both,All ages,Conflict and terrorism,Rate,1991,14.963886801876818,18.73279414507707,11.854192165258663
Deaths,Azerbaijan,Both,All ages,Conflict and terrorism,Rate,1994,19.588557621771663,26.791298030156128,14.035938894234835
Deaths,Liberia,Both,All ages,Conflict and terrorism,Rate,1995,105.80744789368609,105.8074478936865,105.8074478936865
Deaths,Eritrea,Both,All ages,Conflict and terrorism,Rate,1991,310.7869108141353,375.87480123557145,255.66513182946107
Deaths,Thailand,Both,All ages,Conflict and terrorism,Rate,1991,0.01910490000931673,0.021009178922815844,0.0173739962423086
Deaths,Jordan,Both,All ages,Conflict and terrorism,Rate,1994,0.0,0.0,0.0
Deaths,Congo,Both,All ages,Conflict and terrorism,Rate,1992,0.07849077287196253,0.14378352434996924,0.03870149158327225
Deaths,Rwanda,Both,All ages,Conflict and terrorism,Rate,1992,14.395015545361051,16.7235477702677,12.362746522001872
Deaths,Bhutan,Both,All ages,Conflict and terrorism,Rate,1995,0.0,0.0,0.0
Deaths,Monaco,Both,All ages,Conflict and terrorism,Rate,1991,0.0,0.0,0.0
Deaths,Micronesia (Federated States of),Both,All ages,Conflict and terrorism,Rate,1992,0.0,0.0,0.0
Deaths,Japan,Both,All ages,Conflict and terrorism,Rate,1994,0.008640524076532777,0.00950176741161951,0.00785769267381924
Deaths,Saudi Arabia,Both,All ages,Conflict and terrorism,Rate,1991,0.172188365575463,0.1893512229343253,0.15658810122107228
Deaths,Argentina,Both,All ages,Conflict and terrorism,Rate,1992,0.42483974322887363,0.467185600273537,0.3863492663579646
Deaths,Panama,Both,All ages,Conflict and terrorism,Rate,1992,0.12039045315820207,0.1323903590056007,0.10948307919750463
Deaths,Honduras,Both,All ages,Conflict and terrorism,Rate,1995,0.14773109435932733,0.16245617576354415,0.13434665855458106
Deaths,Libya,Both,All ages,Conflict and terrorism,Rate,1994,0.0,0.0,0.0
Deaths,Tajikistan,Both,All ages,Conflict and terrorism,Rate,1991,0.0,0.0,0.0
Deaths,Indonesia,Both,All ages,Conflict and terrorism,Rate,1992,0.04515731281708518,0.04814414240931212,0.042381633531084574
Deaths,Romania,Both,All ages,Conflict and terrorism,Rate,1992,0.19312654000201915,0.21237640771048855,0.1756292772350992
Deaths,Dominican Republic,Both,All ages,Conflict and terrorism,Rate,1994,0.025835970259562545,0.028411167897397956,0.02349523158912827
Deaths,Poland,Both,All ages,Conflict and terrorism,Rate,1991,0.0,0.0,0.0
Deaths,Mali,Both,All ages,Conflict and terrorism,Rate,1991,3.2813331273885904,3.846570898235884,2.79131027643997
Deaths,South Africa,Both,All ages,Conflict and terrorism,Rate,1995,0.2545933767548629,0.2799699449983183,0.23152721913742366
Deaths,Liberia,Both,All ages,Conflict and terrorism,Rate,1994,174.14195277538138,185.60800658340008,163.478827602467
Deaths,India,Both,All ages,Conflict and terrorism,Rate,1991,0.5432678227848685,0.579037567255563,0.510285330186222
Deaths,Mexico,Both,All ages,Conflict and terrorism,Rate,1992,0.006753104828482415,0.007426219847103644,0.006141273592468566
Deaths,Estonia,Both,All ages,Conflict and terrorism,Rate,1992,0.0,0.0,0.0
Deaths,Israel,Both,All ages,Conflict and terrorism,Rate,1992,1.881873319466078,2.01265240639502,1.76055503282551
Deaths,Congo,Both,All ages,Conflict and terrorism,Rate,1991,0.0,0.0,0.0
Deaths,Eswatini,Both,All ages,Conflict and terrorism,Rate,1991,0.0,0.0,0.0
Deaths,Chad,Both,All ages,Conflict and terrorism,Rate,1992,21.22803459640399,24.134486757705226,18.650312736740855
Deaths,Nicaragua,Both,All ages,Conflict and terrorism,Rate,1991,1.3724352400042055,1.5092325792422319,1.2480926197476456
Deaths,Jamaica,Both,All ages,Conflict and terrorism,Rate,1992,0.9979883588469756,1.0974627443053182,0.90757062261616
Deaths,San Marino,Both,All ages,Conflict and terrorism,Rate,1995,0.0,0.0,0.0
Deaths,Kenya,Both,All ages,Conflict and terrorism,Rate,1994,0.1759001516613761,0.19111028470801342,0.16201757993000024
Deaths,Ireland,Both,All ages,Conflict and terrorism,Rate,1991,0.08324020922625605,0.09153716838895837,0.07569864702776194
Deaths,American Samoa,Both,All ages,Conflict and terrorism,Rate,1994,0.0,0.0,0.0
Deaths,San Marino,Both,All ages,Conflict and terrorism,Rate,1994,0.0,0.0,0.0
Deaths,Viet Nam,Both,All ages,Conflict and terrorism,Rate,1994,0.0,0.0,0.0
Deaths,Greece,Both,All ages,Conflict and terrorism,Rate,1992,0.01893582016862975,0.020823246066663654,0.017220235033649372
Deaths,Antigua and Barbuda,Both,All ages,Conflict and terrorism,Rate,1991,1.6366919283238293,1.7998290253764866,1.488407654509988
Deaths,Mexico,Both,All ages,Conflict and terrorism,Rate,1995,0.06489778745335553,0.0713664676411557,0.05901804850058803
Deaths,Comoros,Both,All ages,Conflict and terrorism,Rate,1994,0.0,0.0,0.0
Deaths,Montenegro,Both,All ages,Conflict and terrorism,Rate,1995,0.0,0.0,0.0
Deaths,Nauru,Both,All ages,Conflict and terrorism,Rate,1991,0.0,0.0,0.0
Deaths,Zimbabwe,Both,All ages,Conflict and terrorism,Rate,1992,0.0,0.0,0.0
Deaths,Bhutan,Both,All ages,Conflict and terrorism,Rate,1994,0.0,0.0,0.0
Deaths,Greece,Both,All ages,Conflict and terrorism,Rate,1995,0.0,0.0,0.0
Deaths,Democratic Republic of the Congo,Both,All ages,Conflict and terrorism,Rate,1992,0.19100871722705,0.23378003643773185,0.15511021839307665
Deaths,Mauritania,Both,All ages,Conflict and terrorism,Rate,1991,0.0,0.0,0.0
Deaths,Bermuda,Both,All ages,Conflict and terrorism,Rate,1991,0.0,0.0,0.0
Deaths,Georgia,Both,All ages,Conflict and terrorism,Rate,1994,0.23089175091907174,0.2539058620822633,0.20997296038669344
Deaths,Nigeria,Both,All ages,Conflict and terrorism,Rate,1994,0.08816594401389004,0.11022268474284433,0.07070370830968814
Deaths,Central African Republic,Both,All ages,Conflict and terrorism,Rate,1991,0.10714879731469044,0.1178288424985778,0.09744111725292894
Deaths,Suriname,Both,All ages,Conflict and terrorism,Rate,1992,0.0,0.0,0.0
Deaths,Pakistan,Both,All ages,Conflict and terrorism,Rate,1992,0.13362444864521944,0.14694345161089542,0.12151807481381455
Deaths,Mongolia,Both,All ages,Conflict and terrorism,Rate,1992,0.0,0.0,0.0
Deaths,Nepal,Both,All ages,Conflict and terrorism,Rate,1991,0.010063973794708149,0.010063973794708227,0.010063973794708227
Deaths,Venezuela (Bolivarian Republic of),Both,All ages,Conflict and terrorism,Rate,1994,1.1342111918239155,1.247263573934876,1.0314516681648846
Deaths,Tokelau,Both,All ages,Conflict and terrorism,Rate,1991,0.0,0.0,0.0
Deaths,Kyrgyzstan,Both,All ages,Conflict and terrorism,Rate,1991,0.0,0.0,0.0
Deaths,Australia,Both,All ages,Conflict and terrorism,Rate,1992,0.011557904845545799,0.01270993780415165,0.010510758771705006
Deaths,Bosnia and Herzegovina,Both,All ages,Conflict and terrorism,Rate,1992,170.8927857165892,185.6432894092867,157.36450892710278
Deaths,Nauru,Both,All ages,Conflict and terrorism,Rate,1992,0.0,0.0,0.0
Deaths,Honduras,Both,All ages,Conflict and terrorism,Rate,1994,0.18974404162898775,0.20865675916532528,0.1725532331838872
Deaths,United Arab Emirates,Both,All ages,Conflict and terrorism,Rate,1992,0.0,0.0,0.0
Deaths,Palestine,Both,All ages,Conflict and terrorism,Rate,1991,22.08158599228343,24.28256577030982,20.080994502303426
Deaths,Cook Islands,Both,All ages,Conflict and terrorism,Rate,1992,0.0,0.0,0.0
Deaths,United States of America,Both,All ages,Conflict and terrorism,Rate,1991,0.06200540441951311,0.06818578663043708,0.05638771534329387
Deaths,Saint Vincent and the Grenadines,Both,All ages,Conflict and terrorism,Rate,1991,0.0,0.0,0.0
Deaths,Cuba,Both,All ages,Conflict and terrorism,Rate,1992,0.345554165349329,0.3799972406978317,0.31424696111288536
Deaths,Argentina,Both,All ages,Conflict and terrorism,Rate,1994,0.49683895861082084,0.5211113193723367,0.47400102935134447
Deaths,Chad,Both,All ages,Conflict and terrorism,Rate,1991,2.1730012461196235,2.235430051877791,2.113432344748702
Deaths,Republic of Korea,Both,All ages,Conflict and terrorism,Rate,1997,0.09133125740228185,0.10043469094706395,0.08305664631266035
Deaths,China,Both,All ages,Conflict and terrorism,Rate,1994,0.0017123946359595607,0.0018830773924909498,0.0015572516975227444
Deaths,Cabo Verde,Both,All ages,Conflict and terrorism,Rate,1991,0.0,0.0,0.0
Deaths,Qatar,Both,All ages,Conflict and terrorism,Rate,1992,0.0,0.0,0.0
Deaths,Malawi,Both,All ages,Conflict and terrorism,Rate,1991,0.0,0.0,0.0
Deaths,Italy,Both,All ages,Conflict and terrorism,Rate,1994,0.007070728224999095,0.007775502322501964,0.006430120312150901
Deaths,Benin,Both,All ages,Conflict and terrorism,Rate,1994,0.0,0.0,0.0
Deaths,Morocco,Both,All ages,Conflict and terrorism,Rate,1995,0.0,0.0,0.0
Deaths,Kazakhstan,Both,All ages,Conflict and terrorism,Rate,1997,0.013071324008383218,0.014374206864013975,0.011887062172159986
Deaths,Iceland,Both,All ages,Conflict and terrorism,Rate,1995,0.0,0.0,0.0
Deaths,Fiji,Both,All ages,Conflict and terrorism,Rate,1995,0.0,0.0,0.0
Deaths,Kiribati,Both,All ages,Conflict and terrorism,Rate,1991,2.6408881543286413,2.904118405350375,2.4016237115759718
Deaths,Canada,Both,All ages,Conflict and terrorism,Rate,1995,0.0068894858110005565,0.007576194589813407,0.0062652984592115
Deaths,Republic of Korea,Both,All ages,Conflict and terrorism,Rate,1995,0.057149207016316414,0.06284554825815987,0.05197148938064018
Deaths,Jamaica,Both,All ages,Conflict and terrorism,Rate,1995,0.04014464298356287,0.0441460560810545,0.0365075386945291
Deaths,Paraguay,Both,All ages,Conflict and terrorism,Rate,1992,0.0,0.0,0.0
Deaths,Mexico,Both,All ages,Conflict and terrorism,Rate,1994,0.0953097130581927,0.10480969875504832,0.08667465392234583
Deaths,Oman,Both,All ages,Conflict and terrorism,Rate,1991,0.0,0.0,0.0
Deaths,Portugal,Both,All ages,Conflict and terrorism,Rate,1992,0.0,0.0,0.0
Deaths,Serbia,Both,All ages,Conflict and terrorism,Rate,1994,0.0,0.0,0.0
Deaths,Brazil,Both,All ages,Conflict and terrorism,Rate,1991,0.021173708546221498,0.023284195734612035,0.019255370744593905
Deaths,Canada,Both,All ages,Conflict and terrorism,Rate,1997,0.0,0.0,0.0
Deaths,Mauritius,Both,All ages,Conflict and terrorism,Rate,1992,0.0,0.0,0.0
Deaths,Yemen,Both,All ages,Conflict and terrorism,Rate,1992,0.1370414703892811,0.15070106464049185,0.12462551441895592
Deaths,Cambodia,Both,All ages,Conflict and terrorism,Rate,1992,2.374651392907337,2.449404520505694,2.3034601670937924
Deaths,Uganda,Both,All ages,Conflict and terrorism,Rate,1992,0.40165887315674637,0.402701255263188,0.4006456545871769
Deaths,Marshall Islands,Both,All ages,Conflict and terrorism,Rate,1992,0.0,0.0,0.0
Deaths,Dominica,Both,All ages,Conflict and terrorism,Rate,1992,0.0,0.0,0.0
Deaths,Malta,Both,All ages,Conflict and terrorism,Rate,1991,0.26736810852418824,0.29401799682281676,0.24314456032468576
Deaths,Trinidad and Tobago,Both,All ages,Conflict and terrorism,Rate,1994,1.5287824889026085,1.6811637238488362,1.39027480931846
Deaths,Cyprus,Both,All ages,Conflict and terrorism,Rate,1992,0.0,0.0,0.0
Deaths,Sao Tome and Principe,Both,All ages,Conflict and terrorism,Rate,1995,0.0,0.0,0.0
Deaths,American Samoa,Both,All ages,Conflict and terrorism,Rate,1995,0.0,0.0,0.0
Deaths,Fiji,Both,All ages,Conflict and terrorism,Rate,1997,0.0,0.0,0.0
Deaths,Sierra Leone,Both,All ages,Conflict and terrorism,Rate,1992,13.221363670098109,13.76305821029455,12.70888702381598
Deaths,South Africa,Both,All ages,Conflict and terrorism,Rate,1994,1.2632257165684966,1.3730839019811358,1.1625981066361188
Deaths,Saint Lucia,Both,All ages,Conflict and terrorism,Rate,1995,0.0,0.0,0.0
Deaths,Singapore,Both,All ages,Conflict and terrorism,Rate,1995,0.0,0.0,0.0
Deaths,Kazakhstan,Both,All ages,Conflict and terrorism,Rate,1995,0.0,0.0,0.0
Deaths,Belarus,Both,All ages,Conflict and terrorism,Rate,1992,0.0,0.0,0.0
Deaths,Slovakia,Both,All ages,Conflict and terrorism,Rate,1997,0.037189519634553206,0.04089638112080569,0.033820149494051044
Deaths,Greenland,Both,All ages,Conflict and terrorism,Rate,1994,0.0,0.0,0.0
Deaths,Iran (Islamic Republic of),Both,All ages,Conflict and terrorism,Rate,1992,0.8590970613123944,0.9447274711919772,0.7812628753744364
Deaths,Singapore,Both,All ages,Conflict and terrorism,Rate,1997,0.0,0.0,0.0
Deaths,Mozambique,Both,All ages,Conflict and terrorism,Rate,1992,4.982610862987137,5.764211058932618,4.29830768021952
Deaths,Central African Republic,Both,All ages,Conflict and terrorism,Rate,1992,0.13904129979155389,0.14240596668687067,0.13582052986039267
Deaths,Thailand,Both,All ages,Conflict and terrorism,Rate,1992,0.06686531221394632,0.07353010522680997,0.06080731553577189
Deaths,Senegal,Both,All ages,Conflict and terrorism,Rate,1991,0.2677228347198674,0.2798733710177209,0.25626286036126417
Deaths,Cameroon,Both,All ages,Conflict and terrorism,Rate,1991,0.33327647219921835,0.3664957697650179,0.3030816268504597
Deaths,Indonesia,Both,All ages,Conflict and terrorism,Rate,1995,0.05241333466721938,0.05466650418405913,0.05029458286013664
Deaths,Slovakia,Both,All ages,Conflict and terrorism,Rate,1995,0.05595202502589622,0.061529037277853985,0.05088277206765883
Deaths,Ukraine,Both,All ages,Conflict and terrorism,Rate,1992,0.0019049622107952325,0.0020948391202405027,0.0017323726518304803
Deaths,Austria,Both,All ages,Conflict and terrorism,Rate,1992,0.0,0.0,0.0
Deaths,Guam,Both,All ages,Conflict and terrorism,Rate,1994,0.0,0.0,0.0
Deaths,Netherlands,Both,All ages,Conflict and terrorism,Rate,1991,0.0,0.0,0.0
Deaths,Angola,Both,All ages,Conflict and terrorism,Rate,1991,5.499529317395695,6.2122100355317125,4.8644234670639666
Deaths,New Zealand,Both,All ages,Conflict and terrorism,Rate,1994,0.0,0.0,0.0
Deaths,Cuba,Both,All ages,Conflict and terrorism,Rate,1995,0.20616441556016107,0.22671383215347635,0.1874859213863056
Deaths,Bolivia (Plurinational State of),Both,All ages,Conflict and terrorism,Rate,1991,0.10711371669852172,0.11779026522565583,0.09740921494026612
Deaths,Democratic People's Republic of Korea,Both,All ages,Conflict and terrorism,Rate,1995,0.0,0.0,0.0
Deaths,Philippines,Both,All ages,Conflict and terrorism,Rate,1992,1.2697001588163073,1.3284102647542855,1.2150607663396213
Deaths,Togo,Both,All ages,Conflict and terrorism,Rate,1994,1.1449676121678225,1.2590921393533774,1.0412335569235052
Deaths,Madagascar,Both,All ages,Conflict and terrorism,Rate,1995,0.029264494028078156,0.032181429414534675,0.026613131135412606
Deaths,Slovenia,Both,All ages,Conflict and terrorism,Rate,1997,0.0,0.0,0.0
Deaths,Poland,Both,All ages,Conflict and terrorism,Rate,1992,0.010433085937717997,0.01147300268913944,0.009487848446691635
Deaths,Ecuador,Both,All ages,Conflict and terrorism,Rate,1992,0.019092753730664155,0.02099582196510687,0.01736295041639141
Deaths,Burkina Faso,Both,All ages,Conflict and terrorism,Rate,1995,0.0,0.0,0.0
Deaths,Yemen,Both,All ages,Conflict and terrorism,Rate,1995,0.024918788000008588,0.027402565591894964,0.02266114603394446
Deaths,Armenia,Both,All ages,Conflict and terrorism,Rate,1994,1.312309657798012,1.4431139859079352,1.193414414742248
Deaths,Norway,Both,All ages,Conflict and terrorism,Rate,1992,0.0,0.0,0.0
Deaths,Albania,Both,All ages,Conflict and terrorism,Rate,1992,0.02999868621377671,0.032988802129678536,0.027280805515767295
Deaths,South Sudan,Both,All ages,Conflict and terrorism,Rate,1991,0.0,0.0,0.0
Deaths,Luxembourg,Both,All ages,Conflict and terrorism,Rate,1997,0.0,0.0,0.0
Deaths,Cabo Verde,Both,All ages,Conflict and terrorism,Rate,1992,0.0,0.0,0.0
Deaths,Vanuatu,Both,All ages,Conflict and terrorism,Rate,1992,0.0,0.0,0.0
Deaths,Saudi Arabia,Both,All ages,Conflict and terrorism,Rate,1994,0.0,0.0,0.0
Deaths,Slovenia,Both,All ages,Conflict and terrorism,Rate,1995,0.0,0.0,0.0
Deaths,Brunei Darussalam,Both,All ages,Conflict and terrorism,Rate,1994,0.0,0.0,0.0
Deaths,Belgium,Both,All ages,Conflict and terrorism,Rate,1992,0.009967371222533765,0.010960867908349067,0.009064327480465557
Deaths,Ireland,Both,All ages,Conflict and terrorism,Rate,1992,0.0,0.0,0.0
Deaths,Guinea-Bissau,Both,All ages,Conflict and terrorism,Rate,1992,0.18846423156065178,0.2072493841620655,0.1713893738960974
Deaths,Burkina Faso,Both,All ages,Conflict and terrorism,Rate,1997,0.0,0.0,0.0
Deaths,Belize,Both,All ages,Conflict and terrorism,Rate,1992,0.5097854400725019,0.5605982505800422,0.46359888384048265
Deaths,Turkey,Both,All ages,Conflict and terrorism,Rate,1992,5.054366535166351,5.3254304475452345,4.800161678898198
Deaths,Micronesia (Federated States of),Both,All ages,Conflict and terrorism,Rate,1994,0.0,0.0,0.0
Deaths,Tunisia,Both,All ages,Conflict and terrorism,Rate,1991,0.04684718437163353,0.0515166725821032,0.042602829893827195
Deaths,Monaco,Both,All ages,Conflict and terrorism,Rate,1992,0.0,0.0,0.0
Deaths,Somalia,Both,All ages,Conflict and terrorism,Rate,1991,107.33168470312737,118.79151712142456,96.9643454550994
Deaths,Guatemala,Both,All ages,Conflict and terrorism,Rate,1992,4.739131483103657,7.842181598332554,2.6830683801060586
Deaths,Peru,Both,All ages,Conflict and terrorism,Rate,1992,8.933066938933075,9.302317931008483,8.583821064396714
Deaths,Taiwan (Province of China),Both,All ages,Conflict and terrorism,Rate,1995,0.0,0.0,0.0
Deaths,Tajikistan,Both,All ages,Conflict and terrorism,Rate,1994,7.167162472710046,8.826324575873901,5.781079726864978
Deaths,Luxembourg,Both,All ages,Conflict and terrorism,Rate,1995,0.0,0.0,0.0
Deaths,Kyrgyzstan,Both,All ages,Conflict and terrorism,Rate,1992,0.0,0.0,0.0
Deaths,Seychelles,Both,All ages,Conflict and terrorism,Rate,1997,0.0,0.0,0.0
Deaths,Cyprus,Both,All ages,Conflict and terrorism,Rate,1995,0.0,0.0,0.0
Deaths,Burundi,Both,All ages,Conflict and terrorism,Rate,1992,2.0983260117296223,2.2008367449748163,2.001873388221211
Deaths,Syrian Arab Republic,Both,All ages,Conflict and terrorism,Rate,1997,0.653578056175442,0.7187233806782496,0.5943638902328695
Deaths,United Kingdom,Both,All ages,Conflict and terrorism,Rate,1992,0.23573306062309077,0.2522987699873157,0.22038235924386707
Deaths,Dominica,Both,All ages,Conflict and terrorism,Rate,1995,0.0,0.0,0.0
Deaths,Uruguay,Both,All ages,Conflict and terrorism,Rate,1994,0.0,0.0,0.0
Deaths,Saint Vincent and the Grenadines,Both,All ages,Conflict and terrorism,Rate,1992,0.0,0.0,0.0
Deaths,Maldives,Both,All ages,Conflict and terrorism,Rate,1992,0.0,0.0,0.0
Deaths,Palestine,Both,All ages,Conflict and terrorism,Rate,1992,23.641674306598038,25.998155724449653,21.499738829536422
Deaths,Iran (Islamic Republic of),Both,All ages,Conflict and terrorism,Rate,1995,0.4742864992105341,0.5215609564944499,0.431316146697604
Deaths,Rwanda,Both,All ages,Conflict and terrorism,Rate,1994,7435.222053190802,12606.986730098057,4075.850899621209
Deaths,Timor-Leste,Both,All ages,Conflict and terrorism,Rate,1994,34.8457996717141,38.31905111540131,31.68877053851959
Deaths,Romania,Both,All ages,Conflict and terrorism,Rate,1994,0.7180503070622808,0.7896218964400546,0.6529949557759948
Deaths,Bosnia and Herzegovina,Both,All ages,Conflict and terrorism,Rate,1995,239.2854796202112,246.2305241441262,232.65996289322817
Deaths,Antigua and Barbuda,Both,All ages,Conflict and terrorism,Rate,1994,0.0,0.0,0.0
Deaths,Democratic People's Republic of Korea,Both,All ages,Conflict and terrorism,Rate,1997,0.0,0.0,0.0
Deaths,Malawi,Both,All ages,Conflict and terrorism,Rate,1992,0.30517599672624224,0.33559438233351874,0.27752705419964857
Deaths,Egypt,Both,All ages,Conflict and terrorism,Rate,1992,0.10780695095119121,0.11622707815624901,0.10004153826290144
Deaths,Republic of Moldova,Both,All ages,Conflict and terrorism,Rate,1992,18.906648796530764,20.79116704109674,17.193706587597106
Deaths,United States of America,Both,All ages,Conflict and terrorism,Rate,1992,0.030227058548528803,0.033239937453050435,0.027488487319068805
Deaths,Hungary,Both,All ages,Conflict and terrorism,Rate,1992,0.0,0.0,0.0
Deaths,Portugal,Both,All ages,Conflict and terrorism,Rate,1994,0.039163086915539456,0.04306666351444471,0.03561491159733743
Deaths,Guatemala,Both,All ages,Conflict and terrorism,Rate,1995,1.677561403137074,2.3678916336185463,1.158297213594989
Deaths,Oman,Both,All ages,Conflict and terrorism,Rate,1992,0.0,0.0,0.0
Deaths,United Republic of Tanzania,Both,All ages,Conflict and terrorism,Rate,1992,0.003650049684727917,0.0036500496847279343,0.0036500496847279343
Deaths,Tonga,Both,All ages,Conflict and terrorism,Rate,1992,0.0,0.0,0.0
Deaths,Kiribati,Both,All ages,Conflict and terrorism,Rate,1992,1.3005140218497346,1.4301426211782122,1.1826874633035573
Deaths,Saint Kitts and Nevis,Both,All ages,Conflict and terrorism,Rate,1992,0.0,0.0,0.0
Deaths,Bangladesh,Both,All ages,Conflict and terrorism,Rate,1992,0.28588670379816855,0.3555070006995247,0.2281514884968347
Deaths,Chad,Both,All ages,Conflict and terrorism,Rate,1994,7.653235982136278,9.45885266750679,6.148897857803363
Deaths,United Kingdom,Both,All ages,Conflict and terrorism,Rate,1995,0.03612410328739555,0.03972476951049571,0.03285125985825159
Deaths,Israel,Both,All ages,Conflict and terrorism,Rate,1994,3.085360341834579,3.312610701719664,2.8751460250104763
Deaths,Bahamas,Both,All ages,Conflict and terrorism,Rate,1997,0.3438346748310625,0.37810636014170595,0.31268325641992806
Deaths,Turkmenistan,Both,All ages,Conflict and terrorism,Rate,1997,0.0,0.0,0.0
Deaths,Germany,Both,All ages,Conflict and terrorism,Rate,1992,0.050723426877311364,0.055779279154778066,0.04612788486376064
Deaths,Turkmenistan,Both,All ages,Conflict and terrorism,Rate,1995,0.0,0.0,0.0
Deaths,Burundi,Both,All ages,Conflict and terrorism,Rate,1995,221.43161160312442,243.50278436782435,201.3699096066927
Deaths,Bahamas,Both,All ages,Conflict and terrorism,Rate,1995,0.0,0.0,0.0
Deaths,Myanmar,Both,All ages,Conflict and terrorism,Rate,1992,4.553443844443412,4.851418806690564,4.276258560527401
Deaths,Switzerland,Both,All ages,Conflict and terrorism,Rate,1992,0.08610366013237254,0.094686033465141,0.07830266930783877
Deaths,Senegal,Both,All ages,Conflict and terrorism,Rate,1992,2.469151433642298,2.5928077238334084,2.3529015699104363
Deaths,Panama,Both,All ages,Conflict and terrorism,Rate,1994,0.8101692940280203,0.8909228338125584,0.7367679633608307
Deaths,Brazil,Both,All ages,Conflict and terrorism,Rate,1992,0.03640377447381092,0.04003231689321375,0.033105592837722485
Deaths,Guinea-Bissau,Both,All ages,Conflict and terrorism,Rate,1995,0.0,0.0,0.0
Deaths,Latvia,Both,All ages,Conflict and terrorism,Rate,1997,0.0,0.0,0.0
Deaths,Angola,Both,All ages,Conflict and terrorism,Rate,1992,22.23234455351713,24.4035894691367,20.256123069908572
Deaths,Algeria,Both,All ages,Conflict and terrorism,Rate,1997,16.598120082053185,18.7151648540992,14.70898845525378
Deaths,Russian Federation,Both,All ages,Conflict and terrorism,Rate,1992,0.023818811131215843,0.02612527062515662,0.02171924934211282
Deaths,South Sudan,Both,All ages,Conflict and terrorism,Rate,1992,0.0,0.0,0.0
Deaths,Malta,Both,All ages,Conflict and terrorism,Rate,1992,0.2649645618216958,0.2913748768537304,0.24095877493156867
Deaths,Georgia,Both,All ages,Conflict and terrorism,Rate,1997,0.47277136988280916,0.5198948068091931,0.42993828807318446
Deaths,Suriname,Both,All ages,Conflict and terrorism,Rate,1994,0.0,0.0,0.0
Deaths,North Macedonia,Both,All ages,Conflict and terrorism,Rate,1992,0.050137591509129484,0.055135050707445406,0.04559512617460542
Deaths,Saint Kitts and Nevis,Both,All ages,Conflict and terrorism,Rate,1995,0.0,0.0,0.0
Deaths,Bolivia (Plurinational State of),Both,All ages,Conflict and terrorism,Rate,1992,0.07463543340926027,0.08207471244091237,0.06787346382149088
Deaths,Zimbabwe,Both,All ages,Conflict and terrorism,Rate,1994,0.0,0.0,0.0
Deaths,Indonesia,Both,All ages,Conflict and terrorism,Rate,1994,0.006635184051260804,0.010293074533401572,0.004242827859114191
Deaths,Papua New Guinea,Both,All ages,Conflict and terrorism,Rate,1997,0.09943972914165419,0.10935137376037332,0.09043049058622471
Deaths,Namibia,Both,All ages,Conflict and terrorism,Rate,1992,0.0,0.0,0.0
Deaths,Pakistan,Both,All ages,Conflict and terrorism,Rate,1994,0.32509308302388723,0.3559036032542876,0.296997512783305
Deaths,Uzbekistan,Both,All ages,Conflict and terrorism,Rate,1992,0.0,0.0,0.0
Deaths,Mongolia,Both,All ages,Conflict and terrorism,Rate,1994,7.246027067537693,7.968274058865923,6.58953708115055
Deaths,El Salvador,Both,All ages,Conflict and terrorism,Rate,1992,1.5282664716919987,1.6805962726766424,1.389805543262437
Deaths,France,Both,All ages,Conflict and terrorism,Rate,1992,0.02922944269417683,0.03214288434258679,0.026581255452043807
Deaths,Equatorial Guinea,Both,All ages,Conflict and terrorism,Rate,1997,0.0,0.0,0.0
Deaths,Cameroon,Both,All ages,Conflict and terrorism,Rate,1992,0.05362861216756482,0.058974038485478754,0.04876986039315154
Deaths,Guinea,Both,All ages,Conflict and terrorism,Rate,1992,0.0,0.0,0.0
Deaths,Taiwan (Province of China),Both,All ages,Conflict and terrorism,Rate,1997,0.0,0.0,0.0
Deaths,United States Virgin Islands,Both,All ages,Conflict and terrorism,Rate,1994,0.0,0.0,0.0
Deaths,Haiti,Both,All ages,Conflict and terrorism,Rate,1992,0.2683000645521025,0.29504284547049847,0.24399208114495094
Deaths,Ukraine,Both,All ages,Conflict and terrorism,Rate,1995,0.0,0.0,0.0
Deaths,Viet Nam,Both,All ages,Conflict and terrorism,Rate,1997,0.0012982818678243164,0.0014276879774333922,0.0011806575424125304
Deaths,Australia,Both,All ages,Conflict and terrorism,Rate,1994,0.03389727815020209,0.03727598581027701,0.030826185058225947
Deaths,Congo,Both,All ages,Conflict and terrorism,Rate,1994,1.188701130504421,1.3161558988868445,1.0734315345236884
Deaths,Netherlands,Both,All ages,Conflict and terrorism,Rate,1992,0.0,0.0,0.0
Deaths,Andorra,Both,All ages,Conflict and terrorism,Rate,1992,0.0,0.0,0.0
Deaths,Czechia,Both,All ages,Conflict and terrorism,Rate,1992,0.0,0.0,0.0
Deaths,Vanuatu,Both,All ages,Conflict and terrorism,Rate,1995,0.0,0.0,0.0
Deaths,Qatar,Both,All ages,Conflict and terrorism,Rate,1994,0.0,0.0,0.0
Deaths,Mauritius,Both,All ages,Conflict and terrorism,Rate,1994,0.0,0.0,0.0
Deaths,Cook Islands,Both,All ages,Conflict and terrorism,Rate,1994,0.0,0.0,0.0
Deaths,Niue,Both,All ages,Conflict and terrorism,Rate,1997,0.0,0.0,0.0
Deaths,Venezuela (Bolivarian Republic of),Both,All ages,Conflict and terrorism,Rate,1997,0.0273034744834544,0.02863734690070252,0.02604843035298902
